Token,SKU,GTIN,Price,Quantity
VO3OPI2ZFX3UF54BKXGDGPYV,00610810,,85.0,0
VN6MFYI47PK6NKCIM6MOH6HU,00610827,,85.0,0
S6EWSSHE6S7GNDDZN3L6PPVC,00610834,,85.0,0
5B77X4ABOWH2OILO4MOXSLAQ,00610841,,85.0,0
NCZMTQNNEFJDCRMYQ7BIBVFD,00611152,,64.0,0
YQ6K3WWBDFODSBYFKDEM5MKZ,00611169,,64.0,0
MCA2XLIHLB57RNCXBYF3P2LL,00611268,4052001024635,135.0,1
4YOK3LFETRAHZABLQVJ6DSVL,00611275,4052001024642,135.0,2
24GB75A7QYH3HWHZVDYSDTUO,00611282,4052001024659,135.0,2
AVWKJ7MVGFGGYK2QSJUUAPAD,00611299,886454024669,135.0,1
GUJ5AUL77T34G24S5NXKHOIO,00611305,4052001024673,135.0,0
GRWD2ZXQPI6CB5BY3DEDH2EE,00611312,4052001024680,135.0,0
KRKFLLWVTBZDMQORJTDRA3JL,00611473,,42.99,0
E4FCFXV3APNA7EUYVCQLIN5T,00611497,,68.0,0
CZK6NT43AISQZEE5KAXSPU33,00611510,,68.0,0
IVBLOMXOD6JEQVB2JNO67VBF,00611534,,54.0,0
RWCTOPRBKAT2IQQD2PLCLAYH,00611558,,54.0,0
HKZEFOKDYWMRIP42SX4LKMXA,00611770,,49.99,0
ECJCF6JJEJJQSF7E2IY5SSNJ,00611787,,49.99,0
MOIJFWZP6272G3MMKMKAC5DP,00611862,,56.0,0
JPET7FUG6UVT6ROA3W7N42WE,00612036,,54.0,0
OMBNHEKLGSLQTMIPHUY2WXCD,00612074,,54.0,0
VFEFI55JZESK7QD3GEL2DFCP,00612388,889961504310,140.0,0
URAKGB7D3BXGDBXQQWC375N2,00612401,889961504730,140.0,0
EO5CGLQDVHMKUD3MJHSSDVZ6,00612418,889961504747,140.0,0
O4MSXLM2FYEGGDWFPM2XYV2E,00612784,195481408053,149.99,0
V5ZZUDFZ5TL3EEIKAI77KCPW,00612791,710594969798,60.0,0
4TYZEGHF44NIRAFZSMN5QWHW,00612876,710594969880,60.0,0
OLM7OYALKCAY3V52GGJBUY2X,00612883,710594974143,60.0,0
I5BQCJFQBJPZRTERNBK7E2B6,00612982,710594969033,50.0,0
RFSFG6S7CNYX5XH5CXUVVL5E,00613170,810075310245,35.0,0
VFDCLZM2J3Z2WPZXRBB3U35P,00613453,,30.0,0
4ATDIGM4X6D6ROU3DEUSJHVU,00613491,674740304119,9.99,0
JVJI6T4Z55BF62QAZP43IMB5,00613507,674740305185,9.99,0
4JEGJDCR47GEUNCW2DBYPOSZ,00614061,194713710216,130.0,0
JIC3XNPVH6OQRPGJ6CVGCTG5,00614283,,68.0,0
SE367VUENACQMHBQXPNJXXNK,00614566,,14.99,0
TL4CFUEB6DJHHTRU3A3KCSPB,00614573,,14.99,1
4OTGZDQ2TIQ3LO2ZOB57PB53,00614597,,14.99,0
NKGK4BUKV2M43AVGSSHAA2O2,00614658,,14.99,0
QE5MR2OXFUVQCR2M3UM3RX7Q,00614696,,14.99,0
SU7KRUJ3A2YBWHYR4DNRMGAM,00614719,,14.99,1
LGP6KUGCPWY4NA5QM7JU2DQP,00614726,,14.99,0
VVOHUO3KLBVU4ADCWHODYIZI,00614733,,14.99,0
EDFEMTGA4VDR2JOSX7ZNR465,00614740,,14.99,0
ANXTUQVARHOFPRMZSVKJ35OL,00615235,195907578421,75.0,1
76U6XSSLI3YSH47GCAYLVSAU,00615242,,12.99,2
7ENIZ2DFSQ6UPWTBZV5IUC6D,00615266,,14.99,0
3NO7IMUZVC6OJJITM5E4DFWM,00615655,195481448974,134.99,0
P7UHUKQQBMR7RJGU36PAG3YV,00615884,195907569078,159.99,0
FTU4K6YXIZAWTDL6EYQH3FU2,00616072,195719206727,155.0,0
PYVENCFJT3SLLPQY7DIVNZUQ,00616089,195719206611,155.0,0
AILBXJDEC6TXVHQWVCXMVXJN,00616096,195719206604,155.0,0
YOCVEDHO7L2JYU6RYICC3DUV,00616102,195719206628,155.0,0
RGMAOP2ONVMMC6D2YQLP7JGV,00616119,195719206659,155.0,0
DLWUIOVWDUQU6QKRIGZALPO3,00616485,195719613235,160.0,0
CSIUO4RWVAES6JD4ZDSIKBD5,00616539,195719613334,160.0,0
63ITQR3OHI7PHG2WA3BOHNAY,00616560,195719613044,160.0,0
ZBYOXX4LNFODH6EPWDGMQD7I,00616584,195719613068,160.0,0
HS22NOA2PMNSG33HD63RAITF,00616591,195719613129,160.0,0
MW4N3FZVJ6BXCU66PZFUFV76,00616607,195719613112,160.0,0
LJDNJZZNZDHSGAMA7XG2A5ER,00616621,195719613136,160.0,0
F6IHV45LPJTVJEL2KFSBSADH,00616645,195719613150,160.0,0
2BBSCV3AOMHNKCHA6J34PVNX,00616652,195719613174,160.0,0
NSRWBB6PZJ5N6XXRZGSIOEVJ,00616669,192410928415,175.0,0
KPWHZKWZPWGZGPC3ZRVUUBO7,00616676,192410928422,175.0,0
LEH2OUTZ32DSXSF2FVX2KRZ6,00616683,192410928439,175.0,0
PFWAC2IC2QQSMD7UOTABERDO,00616690,192410928477,175.0,0
BQWR7T6LDOL4QINJNGRIINU3,00616706,192410928484,175.0,0
PL37ES7ZIBHV5RC4DV56SH5B,00616713,192410928491,175.0,1
KHO6R73US5AWYYMCIR6LO7U6,00616720,192410928507,175.0,0
S6IYUQGWGE5OCATHA7W4DGE7,00616737,192410928514,175.0,1
UXFHNZW2H3STTYGADQURKNYF,00616744,192410928521,175.0,0
O37KSUCYEKLINTQ3CYBTRRVP,00616751,192410928378,175.0,0
OMZ67QR24GJREJNBOQHWTXPX,00616768,192410928361,175.0,0
YFEV2WRCEUH224NJDSFKOVLR,00616782,192410928781,175.0,0
KRJPFLLDEEJXQH6TTON5SYVD,00616799,192410928798,175.0,0
KIJSPTOVEDMFXQBWNBJCUINF,00616805,192410928835,175.0,0
6OKOT3MU3AZLIUCAAKCLBVNX,00616812,192410928842,175.0,0
C63EUYK7BAZ6WAF6GAAJ7VWL,00616829,192410928859,175.0,1
MWI4U4OHLHYC766O6NI6IXBN,00616836,192410928866,175.0,1
XFAVMM24G3FZYDVT7SX44R3P,00616843,192410928736,175.0,0
VLP3E6QLCJOY7VWTATHCHIDV,00616850,192410928729,175.0,1
TE6PLWVOTBXKQYSHHRBV6U3N,00616867,192410928873,175.0,0
7RRHQKX42O3BVSPQHG3JYH7B,00616874,192410928743,175.0,1
Q4SYDGG7J3OQR6KQIZ7G4SCJ,00616898,753759297008,599.99,0
AFMPTD77NAGMC3PGJIM3WKTX,00617406,195719613204,75.0,0
SFN33YJH4EKM63HYOIALACJU,00617505,,65.0,0
M5WFSQBUMBJIFE7LFVOT3QQR,00617512,,65.0,0
UZJ6LBRQ2WYQ6BI7Y4DJGO7G,00617536,,65.0,0
ZUWQYFLSZ2TL2SBFRVGZL42A,00617772,195017684623,100.0,0
RLET5DRCT77WKD4QYVQYRTX2,00617833,195017684425,100.0,0
QABL65CVQ5TQDS2DOKBLGJB7,00617956,195017386695,130.0,0
7ZKWADPMJCYTN46JN5VBJXD7,00618038,195017386770,130.0,0
ZNHQG6JAGJ3DOZ7C7RYM2OYY,00618069,195017380679,130.0,0
EAFFV2SDVO5RAQTKQL6BQSKG,00618601,889961506352,110.0,1
IXVDHGH5AA6WOYN7DLWGUYWK,00619431,195719631444,140.0,0
22EPJ5RR7VFNV3CEVLEZIHFD,00619455,195719631291,140.0,0
JYNBHSVWPHTOL7RU6RM2QING,00619479,195719631345,140.0,0
NKCOPYQPF627FCUCCKCPQXAM,00619509,195719631390,140.0,0
ZHAGU7MDVJXIWX6Q7GIGLA27,00619516,195719631383,140.0,0
7R5PWCD4XVRYKEINYKKMAMOF,00619776,672299687486,35.0,1
IKKU32AEK5ZLY5ZF5Q4SLZM7,00619875,195907622469,139.99,0
LNV5LFKUX5H2WO3JBA24P7FL,00619974,195907574270,139.99,0
MDB3I5UHRMUTZSQFPUMDQ5Z4,00620314,,29.99,4
S3RFWO6MLHTNELJCJS435IIR,00620321,,29.99,4
RXV2CMDLJ2NKRS3OGBSEMQWO,00620338,,34.99,6
DXSBRYEXHMMZTBW4AXM2XZ3Z,00620352,,34.99,4
WPCFJF6ZWOTEZQR7GIKLA5CN,00620369,,30.0,0
JQFLG3IPWQIP65KGWECVESGG,00620499,196074400171,160.0,0
HQW2LAJXDBWCYXEXWFGDOJI5,00620529,196074400201,160.0,0
B6Y43T475OHW6DOL56MMZZTV,00620543,196074400188,160.0,0
VABWSVVUTGKUBEVGRNUHXYSR,00620581,196074382569,160.0,0
5UVZCRBGMB6Q7GZA5PAN5X4X,00620734,843818110079,24.99,2
COVCDVYIJL5WDQU2XUMJYUEJ,00621083,889961506536,110.0,1
UMU4FTL37EHMN56KWW3S54KI,00621342,,68.0,0
3AJWS4DANKFXDRZ33NA465N7,00621373,195907628652,100.0,0
5N6V2S6WOG5Y2XADCPKN2HMC,00621489,,34.95,0
W74263LGQZIPDNFHBPD4R6E6,00621519,,54.0,0
ASAKSHWUTS4UTMS7NEOCJHOE,00621526,,54.0,0
SA5NAEOAP7NH7EOFLSRXRP4E,00621533,,54.0,0
MSSQGEAUXXUJ6USQVMH3TPJG,00621540,,54.0,0
D7EPK76NR75G2TUKRYP6X33C,00621588,,68.0,0
MRKWFJPME34GEXM5G4KO5LK3,00621687,,44.0,0
PXIWR6L6UU6WXTB4EJ6YY7LE,00621694,,44.0,2
GTPPHADEZFANRUYVZDF3GMZD,00621724,,44.0,0
L7FTIQZ5DIPYUT4C2AW63EFK,00621786,,30.0,0
2VPGJN3F73JKFL5WR7NM7LEV,00621793,,30.0,0
CMX2OW2JKOFEQSGVRF57XT7I,00621809,,30.0,0
EBQLXVRIIRPPQ6TSPWDR4QMP,00621816,,30.0,0
I2MSGUYKJUUBIAIE55ZDOZJX,00621823,,30.0,0
LQYEWPGAFFSYAB7GSRUNR2AI,00621878,710594976703,50.0,0
MHA4J65OA23YKUSZA2YGVYXV,00621885,,50.0,0
PEDIZVWFPOG5LEIT5QFSW6KA,00621908,710594976734,50.0,0
MK5FKIP55PTZKVLYEE3V6YCA,00621946,195719206529,155.0,0
HUT6M57H3ALPIGIQMQ7DKYBL,00621953,195719206512,155.0,0
JAAW73ALQX5T2GKT36QPBCQZ,00621960,195719206543,155.0,0
U2BD2JLCTBPJRKELXL4C622T,00621977,195719206536,155.0,0
3HU3VFMSORW4NK7TFSYJT6VF,00621984,195719206437,155.0,0
RYBRHB3X4M4AVAHM4HG4SSYJ,00621991,195719206581,155.0,0
DIXPQ5SLREN5ZIANNGOPBFP5,00622004,195719206598,155.0,0
ZZWZBTU4S6CKRDABQ6RPNNRW,00622011,195719206420,155.0,0
HNIWFAEBF5XWCABBU56VDP44,00622028,195719206451,155.0,0
V7Q2J2PRFEJQOGIFW5MZN6LW,00622035,195719206444,155.0,0
OGJJXAN3EXYPML2QDJJVXRIW,00622042,195719206468,155.0,0
PEALHAG6GEDDKZUVDLHCLKW6,00622639,195719637644,132.0,0
HB477CK2HZIHJMIAQKG2LGXX,00622646,195719637651,132.0,0
HGG4OJO67MZA6UN4J6H3NWMD,00622653,195719637705,165.0,0
VKULFB7IF4RK6BF5CY65WEUY,00622660,195719637699,165.0,0
NWI5LC7YMMO4HAGXU56DOIF5,00622677,195719637729,132.0,0
B6HGAJJ5ZEPBDBQELMYFOWCF,00622684,195719637712,132.0,0
LZJMURL2RANBE6FKUMDO3S5Q,00622691,195719637743,165.0,0
JO6UF6U5B47WCOEE4VWRARYS,00622912,737899641211,18.0,1
LQO566J555EHT3O4ZOXRPBQH,00622950,812172027095,20.0,2
M4YGRCJAZBHVWKXHFTW3WWIP,00622981,4049772267095,75.0,1
G6Q7522BDXRSOIICJABROB54,00622998,4066052171002,40.0,0
FEG2Z3YMTJWQB32VMINB33WD,00623018,00623018,60.0,0
ECMIZXBMTHV6BH7UREGB3GXC,00623025,4066052168323,60.0,0
MDFDL2DTJFLCDUSRSG4I6GAJ,00623049,4066052168262,60.0,0
UEBXYSQWJND733T46OYXADUP,00623056,4066052170821,40.0,0
EJY4WQ5XOHZTJBOIMJHGRTSI,00623063,4066052170838,40.0,0
Z5OO435ZINJS7S5HGROLGXXX,00623100,4066052168163,60.0,0
Q2URNGFUQHHWKPTH5D5CCGEC,00623117,4066052168170,45.0,0
4FKFNYX3LDBS7DTROQNSQRKT,00623124,4066052168187,60.0,0
KLZ5HH5HNMBM4MT4XRKJCT7W,00623148,195907561058,164.99,0
QH6HYBWJNDVTNBC3UXNM7WPP,00623247,809410059147,115.0,1
QTXUP7WYBDTWSIUEEB7BEAOE,00623346,195719628468,165.0,0
5A7WD2RZM2AKWR5YFZZJAILA,00623353,195719628451,132.0,0
LWMYJ4USAM36NBJGFFVVIJAD,00623360,195719628512,165.0,0
BYGDIS5LBUX45JOSKMPKOTUX,00623377,195719628475,165.0,0
N6MA7EKX25D5TEWLBDKWFYM7,00623384,195719628352,165.0,0
YODA3AL24D42SOIMM7YS6PT7,00623391,195719628376,165.0,0
6R2ZDGYEHTMXMK5XZ4G5GPUJ,00623407,195719628390,165.0,0
3P2XIHLIY4GLTPU35ILS6CP6,00623575,190340945298,90.0,0
U3K45DGMI6YEZX75UAVBJHJP,00623582,9350311004671,40.0,1
6FNB7AK6XVABKQ5XAA5WG5XP,00623599,9350311000000,40.0,1
4DPN63TTXQWFDSIIRKDVVYIC,00623605,9350311000024,40.0,2
R5TAIHJY3DBZ7Y6RZPY4M3CV,00623612,9350311000048,40.0,1
GB3HR4PYUEIISYHDMJVRLGCQ,00623629,9350311000062,40.0,1
POSTAAJV3OL654ON2DACNF4X,00623636,9350311000086,40.0,1
764GQJHQZI27FQCTTXGWRY2X,00623643,9350311000109,40.0,1
YYSGTC4DAXYV5WFDSXQSA3NY,00623650,9350311000123,40.0,1
6S3A4XD6ZS3W4SIZ6XJCQMC4,00623667,9350311000147,40.0,1
767WFD72RA42DD5XY7WRJZNQ,00623674,9350311000161,40.0,1
A5ODOH342VMWND2DEXGVM5VV,00623681,9350311001601,40.0,1
EZANXOQLRLVHM7ISSGCN3B6J,00623698,9350311001625,40.0,1
3Z27UBB5S4SGYFUKND44V3D2,00623704,9350311001649,40.0,1
DH2BQDFH2E35O4G2VCQU7QDP,00623711,9350311001663,40.0,1
A3EI5JJF65474ZZSO5ZVGUUA,00623728,9350311001687,40.0,1
WPAUTQ445AIURPI4AVPTSJS3,00623735,9350311001700,40.0,1
4LJK7P226DPV7QRRJ7DTZY4O,00623742,9350311001724,40.0,1
V4E5SOBO6GRC7ELA7PLZY2AI,00623759,9350311001748,40.0,1
PPPZ5T6KHBADK65RUOGV32UG,00623766,9350311001762,40.0,1
AUIJ5XZ5DRWKRQKNDYF4P4H5,00623780,717064934454,70.0,2
UO3Z6E7QKP6CJL2TQ5UBYKGN,00623797,717064934461,70.0,0
4VB6JW6JAFX7SU7V6P3DWDF7,00623803,717064934478,70.0,0
4ASQIJ3KYUOXYFHNMDUTD4LS,00623810,717064946617,100.0,0
J7WC6KW6DKZ6X6KWLL36E7XI,00623827,717064961580,110.0,1
TZIQR7KSBGOT6K4M3LDUDF3T,00623841,717064930517,46.0,2
2JYPRBMQOJRHSBAIFYH2YJZI,00623940,717064928002,25.0,0
YQBJ52TDVOYPCGRNDMGRWBCJ,00623964,717064927999,25.0,2
5IERPECOPGM43WURGSM5Q3WV,00623988,195719628369,165.0,0
MT5GMTKJB5GYLAMD5A2ZLBSD,00623995,195719628529,132.0,0
QVLQN6KVLUTVI4LQDWWHJDFD,00624008,195719628383,165.0,0
JBXVTSWJKS6SUIAKIDEOU3QV,00624084,,58.0,0
NCEXNRZSTUKDB5MVODWQ6WHC,00624121,,58.0,0
KQNNM4OFPLTOIEMH6KAQV3F7,00624138,,58.0,0
NY4QUYPTF5N2FFICPWR4VTEH,00624176,,78.0,0
S3VUU2ZSBIAMBXS547LXU5CP,00624183,,64.0,0
JG6XTHLZ3POON56RKUWDZ7VQ,00624251,195719640507,165.0,0
YEAQNBUBY3MAKMQPBLZNRGQV,00624374,848282053174,50.0,0
E46WZJLCTZRCB3URPAWXJWL5,00624459,30082238124919,14.0,2
7XCCOCUFDMCZPWKK3PDSIZ25,00624466,30082238124926,14.0,4
S2N7V5NGUM4GPK6AYJBXHD6H,00624473,082238124932,14.0,3
QUAJ3R7VH2ATVBKVHVH5YZAI,00624503,30082238122625,14.0,3
63FSEKRQUVBNFBRECNTB6ORU,00624510,082238122631,14.0,3
7MQ43MWEIRHEKWHWRM3F4LK6,00624527,30082238122649,14.0,0
M4IODN4Y5WLPXTRH7ZZTNPGM,00624534,082238123218,14.5,1
T74OF2NSII7NXEIJMKA3DCN6,00624541,082238123225,14.5,3
2UDBBSMDXKYGA25ISH2NPYII,00624558,30082238123233,14.5,2
Z22NLFMTV5PJV67VBUXCHPTR,00624572,082238102312,13.5,0
6KBIUVBWCZJGQE2HREFJY3G4,00624589,082238102329,13.5,3
ETF754T74SLTA2ZNQXDAJCBY,00624602,30082238102343,13.5,2
O7AAJNINTI2W4QOYIGEHAZZ5,00624695,082238107317,13.5,0
RKZQ3HNOS6YGIFQZ27TMFDIJ,00624701,30082238109527,13.5,0
YMXZTY5ZNM5PWH5T6VQAKLAJ,00624718,082238107331,13.5,0
5DDCD46D6VUGSSC3AA3PJFGV,00624732,082238075319,13.25,0
2AFX5LHFKV7PLKXKK2FRJGIF,00624763,0 82238 07534 0,13.25,0
HIXKL75TMAOAPRMOKKGPVJB3,00624879,,28.0,0
GWXLKVYTDQMOZFAL6EKOTCGP,00624886,,34.99,0
MSX2CZTSQLU5AVB72MTYOLAW,00624893,,28.0,0
BIHQYE2EK5EC7W4JFGDJ5EWY,00624909,,34.99,0
42DMKSP37Y4CNVICQCGHHOPZ,00624916,,34.99,0
M5CGZHYU2SJ3UHUHWIHNRQ26,00625142,,30.0,0
WNHRW2BSUSQZSKXBDWIDMFQF,00625159,,30.0,0
YXRMUWEXK5E6S5TNXZE6U6ML,00625166,,30.0,2
YMYNJ63E62KBU6EG6GZ4WA2N,00625173,,30.0,2
7LCZNX7GQD6LJSKIXYJ4FLBS,00625289,,30.0,0
QUOHZTCXUMWF7GWDE37SDNUG,00625333,,36.99,2
KW2AEL7AJZG45R5MX5F5COGU,00625340,,36.99,2
DN64LPYZNFUN2HNETKXTS2TK,00625357,,36.99,2
DPFHNP3TUM36LDME5NL26YU3,00625364,,36.99,2
DI7W4YZUPTP4FN7JYG3JXI4Y,00625371,,36.99,0
BSO5KW47RFZ43TDNZWCENK5E,00625739,195481441135,134.99,0
3QT2L7CYC3NA3BLRGWTSQWIB,00625852,810075312690,25.0,0
JG3VWE2KWNJCFMOUQN5M2CNB,00625869,810075312683,25.0,2
37IYXF55UDWDSYWIDSYDK4AD,00625876,810075312676,25.0,2
MEUQ6EFRY46PESTPCG7MORV2,00625883,810075312669,25.0,3
3HZ7INSKIW3XDJR7GEY2T6PN,00625890,810075312652,25.0,1
ENME65F46MVVSU5ARJ43JUC6,00625906,810075312645,25.0,4
V4FV7SZZPILBIOMRKTSENBMO,00626064,810017615209,17.99,2
K4K442YKDKFI7HIKBDCX7GRI,00626071,810017615216,17.99,2
NXHBH5XFW3RVPENRRZR2ZMV7,00626088,810017615223,17.99,0
2SOYZFUJVOFHVIYRSAICRHVJ,00626385,,70.0,0
EGE6CWMLQY5NOWZ6KDYHADRO,00626392,,70.0,0
2VNSUFJTBYA4VW2SWJZDAETC,00626408,,70.0,0
LGQPE3UA2XKDJ6VYBOC6NG6K,00626415,,55.0,0
NBV3NBQDN4LBAYE4FSNY6CGR,00626422,,58.0,0
I4VNKREZ7HRDP4FR7VGQPNAS,00626439,,58.0,0
226SDWGY7AA7XHUKIBKRMBJT,00626460,,58.0,0
VR3GEHN6ROLKGP6KAUJQ5T2Q,00626491,,58.0,0
KIR2362OERNNYUCFAD5QDX3K,00626705,,65.0,0
FPXL2N34ZPLPBHET53HO5KBN,00626743,,65.0,0
LCCBAYSGYDCIMKOIA4GG42GA,00626750,,65.0,0
HVK6OKPQXLO2PBN5QFKAAFUI,00626767,,65.0,0
6VBYHUOJ6V2U4MBUGVLK2MH3,00626774,,65.0,0
LDQC7X32EKYCOLVXQJ2YBT2P,00626781,,65.0,0
RVLVTYJ6X32GHHE7CD3HGBZJ,00626828,,64.0,0
DQIAPWUZWY7IVCVN5OBS4NLU,00626859,,64.0,1
W6ZBA4DLXKRMXZ4EUGOH4FVP,00626866,,58.0,0
Q57MLVOUVEVLIOJ2ZYM23KC2,00626873,,58.0,0
W4PNJOAHU63G2JYLYCPWQJKL,00626880,,58.0,1
SNXFOTBGDLWPPLO6ACL2JW4L,00626897,,68.0,0
YEWZPGC44NXA2JPJBR6JIDJN,00626903,,68.0,0
XOJ2BY25P5QHHALYGJUGQQQD,00627016,765105905437,68.0,0
ALLJVLVHV4WCK7UX2K6X6EMU,00627061,765105905482,68.0,0
PGXMEPEVP7SJ7NHTPWTC4WC7,00627276,,39.99,0
QRIU3TPNT5XBXIJMFUZGJ57R,00627283,,39.99,0
LZFJS7KSWKLHSV2Z6OLJ4IYQ,00627290,,32.0,0
EBRL5EX34XAETHBDKVSVPTL4,00627306,,39.99,0
UNJFQF4LSJ7QIOPEMCW7TPYZ,00627412,,39.99,2
DIYG32UMYFQA7OVEXJP75IHV,00627429,,39.99,2
TBZSRKKLBHJN5U423CONLWRF,00627436,,39.99,0
EROZW2P2BJQ52ENRYWLIAWDX,00627443,,39.99,0
CZHLIAQLO3Q4CF2DXU7UWBMN,00627450,,39.99,1
B322BQQ4CFBAMVJIHHT7CGHB,00627467,,34.99,0
VGAYCSZOYQLTNT4YRRQMOGQX,00627474,,34.99,0
RHJGZ7BBAWC5X5F5JXJNISGQ,00627481,,34.99,0
K4PEFRJKD45AZOUD2O5OSSYQ,00627498,,34.99,0
A7YYTHKC455F6FMR5FDZ3HQD,00627504,,34.99,0
RUR7KKNWMVW54TXHYGWBDEQV,00627610,854672007535,13.95,1
35P5VLVPJ3IHYA5X3VCKRRWD,00627627,854672007542,13.95,0
QNVWALHIOF3W3AJ4ZXMVDQC3,00627634,850022952296,14.95,3
RYE7V5XJUM4BYC7IOZABGON4,00627641,850022952302,14.95,1
ZDY2BLXKUM7VZA5YDBK6ISVG,00627719,780207002792,9.99,0
UL7BUGM6XRKEMHF5W5UMEVKZ,00627757,195719628314,165.0,0
6TYWLPQ5IWY7Z32ZEUA7HGWG,00627788,038016100704,11.0,1
TVHKBJFDZ5K7RFQNTQCBZC6C,00627795,038016103002,16.0,1
RZDJWUBFQ3JNS5TAAHWAFTUF,00627801,038016103101,16.0,1
WJGPRQJN2O2TIFODGCUSBQF2,00627818,019962037412,27.0,0
HDEJLOLJH2QNZDQCCL4HRJW3,00627832,038016022006,9.0,4
G6EATIBSHPCYX2QJBGHWKWRP,00627856,680270703704,27.0,0
5LOZ4ZHF3URZLQAGUPAOCAWZ,00627870,038016021122,28.0,2
D67Y6UHKSSMFHFLRKU2HHEC4,00627894,019962037818,24.0,4
O2RG7UM6DCN4DIPF7DTZ4KGF,00627924,038016550202,10.0,0
XL3OYCQUDQT4Q2VIS5WSJ5AW,00627993,195017531774,140.0,0
V7VOKYWYRK67VMS5MGAKMRAD,00628044,195017533969,140.0,0
HMERVFYYOYDAMW7ZR2AUG6JA,00628242,889961539244,220.0,0
WHKADR7ZWMIPA6HNV5SWCBGR,00628334,889961539497,100.0,1
EE5ZVXR6472SIHGJ7YH6UNJR,00628457,196307473040,149.99,0
FI5XZ66K4I3LF6GZ6HSWKO53,00628464,889961451119,70.0,0
NLD5UOVYFB5FMRTIRHGZHBCC,00628471,889961451126,70.0,2
TWE4IIGT6JDLNHVTQGWBK3JZ,00628488,889961451133,70.0,1
TAXCJD2LV7B4UYTAPVG5AY5P,00628495,889961451140,70.0,0
DK6JITCYLVR72ALS2T7LFICA,00628501,889961451157,70.0,1
5Z5WVKYIX5SULLDY34TMSGUS,00628532,,50.0,0
Q73HB6BETSGOXJQSSXVOWX2U,00628563,,50.0,0
KFSWO56UP55GHKUUWCH3ITAS,00628570,,50.0,0
LILTT5OM5YUOFP2GCV655QP6,00628587,,50.0,0
5FDMV52GRDBEUHSSLVPUSXZM,00628594,,50.0,0
UFJODVLDADDDVY5ULO46BR6H,00628600,,50.0,1
7OCNDVI4FSH4VFG3JXMXGQV6,00628617,,50.0,0
DYI2QDKMEXVN3J42B7UF5HAJ,00628624,,55.0,0
TUSFHKVZRJJUTBIHW6A4RAXA,00628631,,55.0,0
4J2HRKNOA6WGDKIOTVFPMUPV,00628655,,55.0,0
KZCHFGAEVJX5GC2DKPTXJJAC,00628723,,30.0,0
7YPMJHLLCFAC6XONZFJUZM6N,00628747,,50.0,0
EY2SVF7F2TZ3M2VAZFOPIPPK,00628754,,50.0,0
NPNGK6ALBTZVE327JZCIVOHU,00628761,,50.0,1
O62MPCWRAGN6LEMKVTUZUYRE,00628778,,50.0,1
WMXT3HZYFXHMO5HDK6EA3M5Y,00628785,,50.0,1
XF4LG2VROCFAEJILJ3MAP4ST,00628808,,62.0,0
HTQGALI5PLVFHQHDQRNQQFSP,00628815,,49.0,0
SKWWALTVWHG4JF5S76DWOPSQ,00628969,672299908932,35.0,0
GZUPZQTXR5KLPVFFVLJW4WHG,00629133,195907577424,134.99,0
65CBHJC5D3MC4QQMQBYZLZSL,00629140,190340945373,90.0,0
DL6HJXFSNE5YRWFPJW47NZLM,00629232,196307336857,149.99,0
Y6CQ6CGTYWUIG6OXDPELJTXK,00629287,196307336901,149.99,0
ZSNXHNRJPNM6KVHIILWIQT4U,00629423,195907783900,75.0,1
DODEEPKDSA7R3HXL4Q5XGGU5,00629454,195907782118,179.99,0
CXXZG2D42GOOBTA4FO2KBI3P,00629461,195907782125,179.99,0
2B7UNNJHBXQJMGIW5EMOT2FM,00629492,195907782187,179.99,0
LJ73W6OM3HCZGOE7Q6IH3DAS,00629560,195907781920,179.99,0
EI4M3LB5W2DU7OOD7BTT45QG,00629621,9350311004954,40.0,1
SV4UVVWRNUODTCISHEXLBXBZ,00629683,9350311004947,40.0,1
JHGCGSDSNUMRRXI2JGUSYA2I,00629690,9350311004169,40.0,1
46WE77ITID7BVHIQOPLYT6SO,00629706,9350311004176,40.0,1
YW2S3WIYTXCPFYEHSIDQ6DYX,00629713,9350311004183,40.0,1
FZBGVZHQWK3LJGS2TSJIVL2E,00629720,9350311004190,40.0,1
PAIGOWEHEWFCQ7E6DMUGSBPC,00629737,9350311004206,40.0,1
HM2MTNHZ5NCE42UTUEGXSVG6,00629744,9350311004213,40.0,1
YI4LNSOWBDZXCJW3NUUUWTXY,00629751,9350311004220,40.0,1
VDKPJXUMNBAIVLILVQ7ECR75,00629768,9350311004237,40.0,1
LK5DGV36SGZMMNVGEQCFUMZR,00629775,9350311004244,40.0,1
PGODS5KM4244WPKWXW3N64CA,00629782,9350311004725,40.0,1
MQEFBWHQV5EQWAN4Y3FMIAAR,00629843,9350311004770,40.0,1
CMSAKZPN4WJ2D5LNFD5CGZSQ,00629850,9350311004787,40.0,1
BCP5FJBC7W3YD6G6OPOMYQ5B,00629867,9350311004794,40.0,1
ARNLER6DOIPJV53AS6J3QITH,00629874,9350311004800,40.0,1
4TAH2LCMJPWH4NR3L2K5IPY4,00629881,9350311004817,40.0,1
WZYA632JIE4FBYQHDNLARFOG,00629898,9350311004824,40.0,0
6OD2BHIOSASDYQNU3BGEJUS7,00629928,9350311001007,40.0,1
4KGGTJBOH337MJJ5ICUSKY6H,00629935,9350311001021,40.0,1
EI67KQ76BX6MJZK6IIUVASM5,00629942,9350311001045,40.0,0
2GURROUQZNFZZOMRY63GUI5E,00629959,9350311001069,40.0,0
